film_id,protagonist,n_edges,n_null_samples,homophily_obs_edge,null_mean,null_std,z_score,percentile,p_more_same_gender,p_less_same_gender,protag_samesex_obs,protag_samesex_null,protag_samesex_z,protag_samesex_pct,protag_samesex_p_more,protag_samesex_p_less
incredibles_2_2018,Bob,44,2000,0.5,0.4626,0.0513,0.728,61.3,0.3873,0.8881,0.6,0.5696,0.664,77.4,0.2259,0.8156
