film_id,scene_id,scene_number,scene_header,marker_type,start_line,end_line,scene_position_pct,utterance_count,spoken_utterance_count,song_utterance_count
coco_2017,coco_2017_s056,56,EXT. DE LA CRUZ'S MANSION,slug_line,4387,4419,0.618,5,5,0
coco_2017,coco_2017_s057,57,INT. DE LA CRUZ'S MANSION,slug_line,4420,4583,0.6292,23,20,3
coco_2017,coco_2017_s058,58,EXT. BOTTOM OF THE TOWER,slug_line,4584,4608,0.6404,4,4,0
coco_2017,coco_2017_s059,59,EXT. DE LA CRUZ'S MANSION,slug_line,4609,4685,0.6517,7,7,0
coco_2017,coco_2017_s060,60,INT. DE LA CRUZ'S OFRENDA ROOM,slug_line,4686,4754,0.6629,8,8,0
coco_2017,coco_2017_s061,61,EXT. VERANDA,slug_line,4755,4759,0.6742,0,0,0
coco_2017,coco_2017_s062,62,INT. DE LA CRUZ'S MANSION,slug_line,4760,4985,0.6854,40,40,0
coco_2017,coco_2017_s063,63,INT. MEXICO CITY HOTEL ROOM,slug_line,4986,5035,0.6966,7,7,0
coco_2017,coco_2017_s064,64,EXT. EMPTY STREET,slug_line,5036,5066,0.7079,5,5,0
coco_2017,coco_2017_s065,65,INT. DE LA CRUZ'S MANSION,slug_line,5067,5082,0.7191,3,3,0
coco_2017,coco_2017_s066,66,EXT. EMPTY STREET,slug_line,5083,5094,0.7303,1,1,0
coco_2017,coco_2017_s067,67,INT. DE LA CRUZ'S MANSION,slug_line,5095,5203,0.7416,20,20,0
coco_2017,coco_2017_s068,68,EXT. DE LA CRUZ'S TOWER,slug_line,5204,5214,0.7528,1,1,0
coco_2017,coco_2017_s069,69,INT. CENOTE,slug_line,5215,5390,0.764,24,24,0
coco_2017,coco_2017_s070,70,INT. YOUNG COCO'S BEDROOM - DAY,slug_line,5391,5426,0.7753,3,1,2
coco_2017,coco_2017_s071,71,INT. CENOTE,slug_line,5427,5516,0.7865,14,14,0
coco_2017,coco_2017_s072,72,EXT. CENOTE - MOMENTS LATER,slug_line,5517,5522,0.7978,0,0,0
coco_2017,coco_2017_s073,73,EXT. NIGHT SKY,slug_line,5523,5552,0.809,3,3,0
coco_2017,coco_2017_s074,74,EXT. SMALL PLAZA,slug_line,5553,5704,0.8202,25,25,0
coco_2017,coco_2017_s075,75,EXT. SUNRISE SPECTACULAR AMPHITHEATER - BEFORE DAWN,slug_line,5705,5739,0.8315,2,2,0
coco_2017,coco_2017_s076,76,INT. BACKSTAGE CORRIDOR - MOMENTS LATER,slug_line,5740,5854,0.8427,22,22,0
coco_2017,coco_2017_s077,77,INT. BELOW STAGE,slug_line,5855,6482,0.8539,82,71,11
coco_2017,coco_2017_s078,78,INT. DE LA CRUZ'S MAUSOLEUM - SUNRISE,slug_line,6483,6491,0.8652,0,0,0
coco_2017,coco_2017_s079,79,EXT. PLAZA,slug_line,6492,6512,0.8764,2,2,0
coco_2017,coco_2017_s080,80,EXT. RIVERA COMPOUND,slug_line,6513,6540,0.8876,3,3,0
coco_2017,coco_2017_s081,81,INT. MAM  COCO'S ROOM,slug_line,6541,6748,0.8989,27,24,3
coco_2017,coco_2017_s082,82,EXT. CEMETERY - MORNING,slug_line,6749,6756,0.9101,0,0,0
coco_2017,coco_2017_s083,83,EXT. DE LA CRUZ'S MAUSOLEUM,slug_line,6757,6767,0.9213,1,1,0
coco_2017,coco_2017_s084,84,EXT. RIVERA WORKSHOP,slug_line,6768,6782,0.9326,1,1,0
coco_2017,coco_2017_s085,85,EXT. COURTYARD,slug_line,6783,6792,0.9438,1,1,0
coco_2017,coco_2017_s086,86,INT. OFRENDA ROOM,slug_line,6793,6815,0.9551,1,1,0
coco_2017,coco_2017_s087,87,EXT. MARIGOLD GRAND CENTRAL STATION,slug_line,6816,6841,0.9663,4,2,2
coco_2017,coco_2017_s088,88,EXT. FOOT OF THE BRIDGE,slug_line,6842,6882,0.9775,3,1,2
coco_2017,coco_2017_s089,89,EXT. STREETS OF SANTA CECILIA,slug_line,6883,6892,0.9888,0,0,0
coco_2017,coco_2017_s090,90,EXT. RIVERA COURTYARD,slug_line,6893,6945,1.0,3,0,3
