film_id,protagonist,n_edges,n_null_samples,homophily_obs_edge,null_mean,null_std,z_score,percentile,p_more_same_gender,p_less_same_gender,protag_samesex_obs,protag_samesex_null,protag_samesex_z,protag_samesex_pct,protag_samesex_p_more,protag_samesex_p_less
encanto_2021,Mirabel,22,2000,0.6818,0.6265,0.0444,1.246,60.8,0.3918,1.0,0.6364,0.6324,0.351,11.0,0.8906,1.0
