film_id,year,protagonist,lead_gender,n_nodes,n_edges,density,reciprocity,avg_path_len,leading_eigenvalue,mean_clustering,homophily_obs,homophily_z,homophily_p,protag_samesex,protag_samesex_z,protag_samesex_p,protag_betweenness,protag_betw_z,protag_betw_p,keystone_rung1,keystone_rung1_gender,keystone_rung2,keystone_rung2_gender,keystone_rung3,keystone_rung3_gender,keystone_changes_at_rung2,keystone_changes_at_rung3,keystone,keystone_gender,keystone_diff_gender,components_after_removal,n_isolated_after_removal
encanto_2021,2021,Mirabel,F,13,23,0.1474,0.6957,1.8077,55.5108,0.465,0.6818,1.246,0.3918,0.6364,0.351,0.8906,0.75,0.945,0.3683,Luisa,F,Isabela,F,Isabela,F,1,0,Isabela,F,0,1,0
