film_id,protagonist,n_edges,n_null_samples,homophily_obs_edge,null_mean,null_std,z_score,percentile,p_more_same_gender,p_less_same_gender,protag_samesex_obs,protag_samesex_null,protag_samesex_z,protag_samesex_pct,protag_samesex_p_more,protag_samesex_p_less
raya_and_the_last_dragon_2021,Raya,23,2000,0.5217,0.4594,0.054,1.153,62.5,0.3753,1.0,0.4,0.5277,-1.447,5.1,0.9495,0.0895
