film_id,character_id,canonical_name,raw_speaker_labels,raw_speaker_label_variant_count,utterance_count,spoken_utterance_count,song_utterance_count,word_count_total,word_count_spoken_only,word_count_song_only,first_scene_id,first_event_id,notes
beautyandthebeast_1991,beautyandthebeast_1991_belle,Belle,BELLE | BELLE (O.S.),2,168,164,4,4124,3950,174,beautyandthebeast_1991_s002,2,
beautyandthebeast_1991,beautyandthebeast_1991_beast,Beast,BEAST | BEAST (O.S.),2,69,69,0,1139,1139,0,beautyandthebeast_1991_s016,166,
beautyandthebeast_1991,beautyandthebeast_1991_gaston,Gaston,GASTON | GASTON (O.S.),2,61,54,7,1206,1121,85,beautyandthebeast_1991_s005,44,
beautyandthebeast_1991,beautyandthebeast_1991_maurice,Maurice,MAURICE | MAURICE (O.S.),2,61,61,0,1656,1656,0,beautyandthebeast_1991_s007,89,
beautyandthebeast_1991,beautyandthebeast_1991_mantleclock,Mantleclock,MANTLECLOCK | MANTLECLOCK (O.S.),2,55,54,1,1322,1291,31,beautyandthebeast_1991_s013,110,
beautyandthebeast_1991,beautyandthebeast_1991_candelabra,Candelabra,CANDELABRA | CANDELABRA (.O.S.) | CANDELABRA (O.S.),3,50,47,3,877,811,66,beautyandthebeast_1991_s013,111,
beautyandthebeast_1991,beautyandthebeast_1991_teapot,Teapot,TEAPOT | TEAPOT (O.S.),2,38,36,2,691,635,56,beautyandthebeast_1991_s013,114,
beautyandthebeast_1991,beautyandthebeast_1991_lefou,Lefou,LEFOU | LEFOU (O.S.),2,28,26,2,517,489,28,beautyandthebeast_1991_s005,43,
beautyandthebeast_1991,beautyandthebeast_1991_wardrobe,Wardrobe,WARDROBE | WARDROBE (O.S.),2,23,23,0,450,450,0,beautyandthebeast_1991_s032,256,
beautyandthebeast_1991,beautyandthebeast_1991_monsieur_d_arque,Monsieur D'Arque,MONSIEUR D'ARQUE,1,6,6,0,110,110,0,beautyandthebeast_1991_s072,535,
beautyandthebeast_1991,beautyandthebeast_1991_music_box,Music Box,MUSIC BOX,1,6,6,0,154,154,0,beautyandthebeast_1991_s015,137,
beautyandthebeast_1991,beautyandthebeast_1991_chip,Chip,CHIP,1,5,5,0,22,22,0,beautyandthebeast_1991_s027,208,
beautyandthebeast_1991,beautyandthebeast_1991_objects,Objects,OBJECTS | OBJECTS (CONT. O.S.) | OBJECTS (CONT.),3,5,1,4,93,55,38,beautyandthebeast_1991_s050,477,
