film_id,protagonist,betweenness,degree_centrality,in_degree,out_degree,n_alters,alter_edges,ego_density,homophily_obs,homophily_expected,homophily_excess,keystone_rung1,keystone_rung1_gender,keystone_rung2,keystone_rung2_gender,keystone_rung3,keystone_rung3_gender,keystone_changes_at_rung2,keystone_changes_at_rung3,keystone_removed,keystone_gender,keystone_betweenness,components_after_removal,largest_component_size,n_isolated_after_removal,lead_gender,n_samegender_alters
beautyandthebeast_1991,Belle,0.5909,1.0,7,4,7,8,0.1905,0.3907,0.5142,-0.1235,Gaston,M,Beast,M,Beast,M,1,0,Beast,M,0.4545,1,11,0,F,2
