film_id,protagonist,n_edges,n_null_samples,homophily_obs_edge,null_mean,null_std,z_score,percentile,p_more_same_gender,p_less_same_gender,protag_samesex_obs,protag_samesex_null,protag_samesex_z,protag_samesex_pct,protag_samesex_p_more,protag_samesex_p_less
findingnemo,Marlin,51,2000,0.6275,0.6445,0.0386,-0.441,17.2,0.8276,0.5572,0.7778,0.7234,0.707,79.2,0.2084,0.7936
