film_id,protagonist,n_edges,n_null_samples,homophily_obs_edge,null_mean,null_std,z_score,percentile,p_more_same_gender,p_less_same_gender,protag_samesex_obs,protag_samesex_null,protag_samesex_z,protag_samesex_pct,protag_samesex_p_more,protag_samesex_p_less
onward_2020,Ian,41,2000,0.4146,0.4495,0.0524,-0.665,12.2,0.8776,0.4213,0.5,0.4338,0.971,71.4,0.2864,0.919
