film_id,year,protagonist,lead_gender,n_nodes,n_edges,density,reciprocity,avg_path_len,leading_eigenvalue,mean_clustering,homophily_obs,homophily_z,homophily_p,protag_samesex,protag_samesex_z,protag_samesex_p,protag_betweenness,protag_betw_z,protag_betw_p,keystone_rung1,keystone_rung1_gender,keystone_rung2,keystone_rung2_gender,keystone_rung3,keystone_rung3_gender,keystone_changes_at_rung2,keystone_changes_at_rung3,keystone,keystone_gender,keystone_diff_gender,components_after_removal,n_isolated_after_removal
inside_out_2015,2015,Joy,F,11,26,0.2364,0.8462,2.2,97.4212,0.6385,0.3846,-0.851,0.918,0.4286,-0.805,0.8586,0.4,0.017,0.5352,Fear,M,Anger,M,Anger,M,1,0,Anger,M,1,2,0
