film_id,character_id,canonical_name,raw_speaker_labels,gender,gender_rationale,is_protagonist,is_named,included_in_network,utterance_count,word_count_spoken_only,word_count_song_only,notes
findingnemo,findingnemo_marlin,Marlin,MARLIN,M,,True,True,True,366,3322,0,
findingnemo,findingnemo_dory,Dory,DORY,F,,False,True,True,248,1808,0,
findingnemo,findingnemo_nemo,Nemo,NEMO,M,,False,True,True,153,647,0,
findingnemo,findingnemo_gill,Gill,GILL,M,,False,True,True,89,760,0,
findingnemo,findingnemo_bloat,Bloat,BLOAT,M,,False,True,True,42,469,0,
findingnemo,findingnemo_gurgle,Gurgle,GURGLE,M,,False,True,True,39,194,0,
findingnemo,findingnemo_peach,Peach,PEACH,F,,False,True,True,39,291,0,
findingnemo,findingnemo_bruce,Bruce,BRUCE,M,,False,True,True,38,280,0,
findingnemo,findingnemo_nigel,Nigel,NIGEL,M,,False,True,True,35,426,0,
findingnemo,findingnemo_crush,Crush,CRUSH,M,,False,True,True,29,272,0,
findingnemo,findingnemo_dentist,Dentist,DENTIST,M,,False,True,True,29,324,0,referred to by role; named character (Philip Sherman)
findingnemo,findingnemo_deb,Deb,DEB,F,,False,True,True,24,120,0,
findingnemo,findingnemo_mr_ray,Mr. Ray,MR. RAY,M,,False,True,True,21,320,0,
findingnemo,findingnemo_chum,Chum,CHUM,M,,False,True,True,18,126,0,
findingnemo,findingnemo_coral,Coral,CORAL,F,,False,True,True,17,128,0,
findingnemo,findingnemo_moonfish_leader,Moonfish Leader,MOONFISH LEADER,M,,False,False,False,16,188,0,"descriptive label, not a proper name"
findingnemo,findingnemo_darla,Darla,DARLA,F,,False,True,True,15,52,0,
findingnemo,findingnemo_anchor,Anchor,ANCHOR,M,,False,True,True,14,64,0,
findingnemo,findingnemo_bubbles,Bubbles,BUBBLES,M,,False,True,True,14,47,0,
findingnemo,findingnemo_squirt,Squirt,SQUIRT,M,,False,True,True,12,92,0,
findingnemo,findingnemo_crab,Crab,CRAB | CRAB 1 | CRAB 2,M,,False,False,False,11,85,0,
findingnemo,findingnemo_jacques,Jacques,JACQUES,M,,False,True,True,11,25,0,
findingnemo,findingnemo_bob,Bob,BOB,M,,False,True,True,10,56,0,
findingnemo,findingnemo_tad,Tad,TAD,M,,False,True,True,9,51,0,
findingnemo,findingnemo_gulls,Gulls,GULLS,M,,False,False,False,8,45,0,collective
findingnemo,findingnemo_marlin_dory,Marlin/Dory,MARLIN/DORY,Both,,False,False,False,7,13,0,combined-speaker label
findingnemo,findingnemo_turtle_kid,Turtle Kid,TURTLE KID | TURTLE KID 1 | TURTLE KID 2 | TURTLE KID 3 | TURTLE KID 4 | TURTLE KID 5 | TURTLE KID 6,Unknown,,False,False,False,7,44,0,
findingnemo,findingnemo_pearl,Pearl,PEARL,F,,False,True,True,6,47,0,
findingnemo,findingnemo_pelican,Pelican,PELICAN,M,,False,False,False,6,47,0,
findingnemo,findingnemo_barbara,Barbara,BARBARA,F,,False,True,True,5,15,0,
findingnemo,findingnemo_fish,Fish,FISH,Unknown,,False,False,False,5,27,0,
findingnemo,findingnemo_sheldon,Sheldon,SHELDON,M,,False,True,True,5,33,0,
findingnemo,findingnemo_bill,Bill,BILL,M,,False,True,False,4,42,0,
findingnemo,findingnemo_bloat_bubbles_gurgle,Bloat/Bubbles/Gurgle,BLOAT/BUBBLES/GURGLE,M,,False,False,False,4,46,0,combined-speaker label
findingnemo,findingnemo_crab_1_crab,Crab 1/Crab,CRAB 1/CRAB 2,M,,False,False,False,4,18,0,combined-speaker label
findingnemo,findingnemo_gull,Gull,GULL,M,,False,False,False,4,4,0,
findingnemo,findingnemo_kids,Kids,KIDS,Both,,False,False,False,4,7,0,collective
findingnemo,findingnemo_patient,Patient,PATIENT,Unknown,,False,False,False,4,15,0,
findingnemo,findingnemo_ted,Ted,TED,M,,False,True,False,4,7,0,
findingnemo,findingnemo_bruce_anchor_chum,Bruce/Anchor/Chum,BRUCE/ANCHOR/CHUM,M,,False,False,False,3,30,0,combined-speaker label
findingnemo,findingnemo_male_bird,Male Bird,MALE BIRD 1 | MALE BIRD 2 | MALE BIRD 3,M,,False,False,False,3,36,0,
findingnemo,findingnemo_turtle_kids,Turtle Kids,TURTLE KIDS,Both,,False,False,False,3,7,0,collective
findingnemo,findingnemo_anchor_chum,Anchor/Chum,ANCHOR/CHUM,M,,False,False,False,2,3,0,combined-speaker label
findingnemo,findingnemo_small_fish,Small Fish,SMALL FISH,Unknown,,False,False,False,2,17,0,
findingnemo,findingnemo_big_fish,Big Fish,BIG FISH,Unknown,,False,False,False,1,3,0,
findingnemo,findingnemo_bob_ted,Bob/Ted,BOB/TED,M,,False,False,False,1,9,0,combined-speaker label
findingnemo,findingnemo_bob_ted_bill,Bob/Ted/Bill,BOB/TED/BILL,M,,False,False,False,1,6,0,combined-speaker label
findingnemo,findingnemo_crab_kid,Crab Kid,CRAB KID,Unknown,,False,False,False,1,9,0,
findingnemo,findingnemo_crush_squirt,Crush/Squirt,CRUSH/SQUIRT,M,,False,False,False,1,1,0,combined-speaker label
findingnemo,findingnemo_deb_bloat_gurgle,Deb/Bloat/Gurgle,DEB/BLOAT/GURGLE,Both,,False,False,False,1,1,0,combined-speaker label
findingnemo,findingnemo_diver,Diver,DIVER,M,,False,False,False,1,3,0,
findingnemo,findingnemo_dolphin,Dolphin,DOLPHIN,Unknown,,False,False,False,1,16,0,
findingnemo,findingnemo_female_bird,Female Bird,FEMALE BIRD,F,,False,False,False,1,18,0,
findingnemo,findingnemo_fish_kid,Fish Kid,FISH KID,Unknown,,False,False,False,1,8,0,
findingnemo,findingnemo_fish_kids,Fish Kids,FISH KIDS,Both,,False,False,False,1,2,0,collective
findingnemo,findingnemo_fish_mom,Fish Mom,FISH MOM,F,,False,False,False,1,6,0,
findingnemo,findingnemo_jimmy,Jimmy,JIMMY,M,,False,True,False,1,2,0,
findingnemo,findingnemo_krill,Krill,KRILL,Unknown,,False,False,False,1,2,0,
findingnemo,findingnemo_lobster,Lobster,LOBSTER,Unknown,,False,False,False,1,31,0,
findingnemo,findingnemo_moonfish_ted,Moonfish Ted,MOONFISH TED,M,,False,False,False,1,2,0,combined-speaker label
findingnemo,findingnemo_mr_johanssen,Mr. Johanssen,MR. JOHANSSEN,M,,False,True,False,1,16,0,
findingnemo,findingnemo_nemo_squirt,Nemo/Squirt,NEMO/SQUIRT,M,,False,False,False,1,1,0,combined-speaker label
findingnemo,findingnemo_pelicans,Pelicans,PELICANS,M,,False,False,False,1,3,0,collective
findingnemo,findingnemo_swordfish,Swordfish,SWORDFISH,Unknown,,False,False,False,1,24,0,
frozen_2013,frozen_2013_anna,Anna,ANNA | ANNA (9) | ANNA (CONT'D) | ANNA (O.S.) | ANNA(CONT'D) | TEEN ANNA | YOUNG ANNA | YOUNG ANNA (CONT'D),F,,True,True,True,329,1869,422,
frozen_2013,frozen_2013_kristoff,Kristoff,KRISTOFF | KRISTOFF (CONT'D) | KRISTOFF(CONT'D) | YOUNG KRISTOFF,M,,False,True,True,169,978,68,
frozen_2013,frozen_2013_elsa,Elsa,ELSA | ELSA (12) | ELSA (CONT'D) | ELSA (O.S.) | TEEN ELSA | YOUNG ELSA | YOUNG ELSA (CONT'D) | YOUNG ELSA (O.S.),F,,False,True,True,110,440,375,
frozen_2013,frozen_2013_olaf,Olaf,OLAF | OLAF (CONT'D) | OLAF (O.S.),M,,False,True,True,107,773,188,
frozen_2013,frozen_2013_hans,Hans,HANS | HANS (CONT'D),M,,False,True,True,87,587,28,
frozen_2013,frozen_2013_duke,Duke,DUKE | DUKE (CONT'D) | DUKE (O.S.),M,,False,True,True,29,339,0,
frozen_2013,frozen_2013_oaken,Oaken,OAKEN | OAKEN (CONT'D) | OAKEN (O.S.),M,,False,True,True,13,140,0,
frozen_2013,frozen_2013_both,Both,BOTH | BOTH (CONT'D),Both,,False,False,False,12,46,37,combined-speaker label
frozen_2013,frozen_2013_kai,Kai,KAI | KAI (CONT'D) | KAI (O.S.),M,,False,True,True,12,74,0,
frozen_2013,frozen_2013_king,King,KING | KING (CONT'D),M,,False,True,True,11,66,0,
frozen_2013,frozen_2013_trolls,Trolls,TROLLS | TROLLS (TOGETHER) | TROLLS (VARIOUS),Both,,False,False,False,11,19,301,collective
frozen_2013,frozen_2013_bulda,Bulda,BULDA | BULDA (CONT'D),F,,False,True,True,8,62,0,
frozen_2013,frozen_2013_grand_pabbie,Grand Pabbie,GRAND PABBIE | GRAND PABBIE (CONT'D),M,,False,True,True,8,111,0,
frozen_2013,frozen_2013_ice_harvesters,Ice Harvesters,ICE HARVESTERS | ICE HARVESTERS (CONT'D),M,,False,False,False,8,8,133,collective
frozen_2013,frozen_2013_gerda,Gerda,GERDA,F,,False,True,False,4,29,0,
frozen_2013,frozen_2013_spanish_dignitary,Spanish Dignitary,SPANISH DIGNITARY,M,,False,False,False,4,25,0,
frozen_2013,frozen_2013_bishop,Bishop,BISHOP | BISHOP (CONT'D),M,,False,False,False,3,27,0,
frozen_2013,frozen_2013_citizen_one,Citizen One,CITIZEN ONE,Unknown,,False,False,False,3,18,0,
frozen_2013,frozen_2013_crowd,Crowd,CROWD,Both,,False,False,False,3,29,0,collective
frozen_2013,frozen_2013_marshmallow,Marshmallow,MARSHMALLOW,M,,False,True,False,3,7,0,
frozen_2013,frozen_2013_pabbie,Pabbie,PABBIE | PABBIE (CONT'D),M,,False,True,False,3,24,0,possible duplicate of Grand Pabbie
frozen_2013,frozen_2013_boy,Boy,BOY,M,,False,False,False,2,11,0,
frozen_2013,frozen_2013_citizen_two,Citizen Two,CITIZEN TWO,Unknown,,False,False,False,2,6,0,
frozen_2013,frozen_2013_french_dignitary,French Dignitary,FRENCH DIGNITARY,M,,False,False,False,2,27,0,
frozen_2013,frozen_2013_guard,Guard,GUARD | GUARD (O.S.),M,,False,False,False,2,10,0,
frozen_2013,frozen_2013_kid_troll,Kid Troll,KID TROLL,Unknown,,False,False,False,2,0,19,
frozen_2013,frozen_2013_queen,Queen,QUEEN,F,,False,True,False,2,4,0,
frozen_2013,frozen_2013_troll_priest,Troll Priest,TROLL PRIEST,M,,False,False,False,2,13,0,
frozen_2013,frozen_2013_aggie,Aggie,AGGIE,F,,False,True,False,1,7,0,
frozen_2013,frozen_2013_all_trolls,All Trolls,ALL TROLLS,Both,,False,False,False,1,0,27,collective
frozen_2013,frozen_2013_anna_and_elsa,Anna And Elsa,ANNA AND ELSA (TOGETHER),F,,False,False,False,1,1,0,combined-speaker label
frozen_2013,frozen_2013_anna_hans,Anna/Hans,ANNA/HANS,Both,,False,False,False,1,2,0,combined-speaker label
frozen_2013,frozen_2013_bowing_townsman,Bowing Townsman,BOWING TOWNSMAN,M,,False,False,False,1,2,0,
frozen_2013,frozen_2013_crowd_wallah,Crowd Wallah,CROWD WALLAH,Both,,False,False,False,1,3,0,"film sound term (background crowd murmur), not a character"
frozen_2013,frozen_2013_dock_master,Dock Master,DOCK MASTER,M,,False,False,False,1,3,0,
frozen_2013,frozen_2013_duke_s_thug,Duke'S Thug,DUKE'S THUG,M,,False,False,False,1,2,0,
frozen_2013,frozen_2013_elsa_king,Elsa & King,YOUNG ELSA & KING,Both,,False,False,False,1,4,0,combined-speaker label
frozen_2013,frozen_2013_girl_trolls,Girl Trolls,GIRL TROLLS,F,,False,False,False,1,7,0,collective
frozen_2013,frozen_2013_irishman,Irishman,IRISHMAN,M,,False,False,False,1,18,0,
frozen_2013,frozen_2013_kidney_stone_troll,Kidney Stone Troll,KIDNEY STONE TROLL,Unknown,,False,False,False,1,5,0,
frozen_2013,frozen_2013_mother,Mother,MOTHER,F,,False,False,False,1,10,0,
frozen_2013,frozen_2013_mushroom_kid_troll,Mushroom Kid Troll,MUSHROOM KID TROLL,Unknown,,False,False,False,1,8,0,
frozen_2013,frozen_2013_naked_family,Naked Family,NAKED FAMILY,Both,,False,False,False,1,2,0,collective
frozen_2013,frozen_2013_olaf_and_kristoff,Olaf And Kristoff,OLAF AND KRISTOFF,M,,False,False,False,1,1,0,combined-speaker label
frozen_2013,frozen_2013_persi,Persi,PERSI,Unknown,,False,True,False,1,9,0,
frozen_2013,frozen_2013_pick_me_up_troll,Pick Me Up Troll,PICK ME UP TROLL,Unknown,,False,False,False,1,3,0,
frozen_2013,frozen_2013_thug,Thug,THUG,M,,False,False,False,1,4,0,
frozen_2013,frozen_2013_townswoman,Townswoman,TOWNSWOMAN (O.S.),F,,False,False,False,1,3,0,
frozen_2013,frozen_2013_townswoman_with_baby,Townswoman With Baby,TOWNSWOMAN WITH BABY,F,,False,False,False,1,6,0,
frozen_2013,frozen_2013_troll_one,Troll One,TROLL ONE,Unknown,,False,False,False,1,5,0,
frozen_2013,frozen_2013_troll_scout_kid,Troll Scout Kid,TROLL SCOUT KID,Unknown,,False,False,False,1,6,0,
frozen_2013,frozen_2013_troll_two,Troll Two,TROLL TWO,Unknown,,False,False,False,1,9,0,
frozen_2013,frozen_2013_various_dignitaries,Various Dignitaries,VARIOUS DIGNITARIES,Both,,False,False,False,1,4,0,collective
incredibles_2_2018,incredibles_2_2018_bob,Bob,Bob | Mr. Incredible,M,,True,True,True,234,2370,33,
incredibles_2_2018,incredibles_2_2018_elastigirl,Elastigirl,Elastigirl | Helen,F,,False,True,True,204,2074,0,
incredibles_2_2018,incredibles_2_2018_violet,Violet,Violet,F,,False,True,True,127,1233,15,
incredibles_2_2018,incredibles_2_2018_dash,Dash,Dash,M,,False,True,True,100,538,0,
incredibles_2_2018,incredibles_2_2018_evelyn,Evelyn,Evelyn | Screenslaver,F,,False,True,True,101,1152,3,Evelyn Deavor / Screenslaver
incredibles_2_2018,incredibles_2_2018_winston,Winston,Winston,M,,False,True,True,59,1244,0,
incredibles_2_2018,incredibles_2_2018_tony,Tony,Tony | Tony Rydinger,M,,False,True,True,31,313,3,
incredibles_2_2018,incredibles_2_2018_frozone,Frozone,Frozone | Lucius,M,,False,True,True,45,456,0,
incredibles_2_2018,incredibles_2_2018_edna,Edna,Edna,F,,False,True,True,17,483,30,
incredibles_2_2018,incredibles_2_2018_voyd,Voyd,Voyd,F,,False,True,True,17,178,0,
incredibles_2_2018,incredibles_2_2018_rick,Rick,Rick | Rick Dicker,M,,False,True,True,15,196,0,Rick Dicker
incredibles_2_2018,incredibles_2_2018_chad,Chad,Chad,M,,False,True,True,13,264,0,news reporter
incredibles_2_2018,incredibles_2_2018_ambassador,Ambassador,Ambassador,F,,False,False,True,10,84,0,
incredibles_2_2018,incredibles_2_2018_jack_jack,Jack-Jack,Jack-Jack,M,,False,True,True,9,19,0,
incredibles_2_2018,incredibles_2_2018_underminer,Underminer,Underminer,M,,False,True,True,7,136,0,
incredibles_2_2018,incredibles_2_2018_man,Man,Man,M,,False,False,True,6,36,0,
incredibles_2_2018,incredibles_2_2018_tommy,Tommy,Tommy,M,,False,True,False,4,24,0,
incredibles_2_2018,incredibles_2_2018_brick,Brick,Brick,F,,False,True,False,3,6,0,
incredibles_2_2018,incredibles_2_2018_crew_member,Crew Member,Crew member,M,,False,False,False,3,10,3,
incredibles_2_2018,incredibles_2_2018_dispatcher,Dispatcher,Dispatcher,M,,False,False,False,3,22,0,
incredibles_2_2018,incredibles_2_2018_jonny_quest,Jonny Quest,Jonny Quest,M,,False,True,False,3,17,0,
incredibles_2_2018,incredibles_2_2018_krushauer,Krushauer,Krushauer,M,,False,True,False,3,23,0,
incredibles_2_2018,incredibles_2_2018_mayor,Mayor,Mayor,M,,False,False,False,3,58,0,
incredibles_2_2018,incredibles_2_2018_bodyguard,Bodyguard,Bodyguard,M,,False,False,False,2,11,0,
incredibles_2_2018,incredibles_2_2018_both,Both,Both,Both,,False,False,False,2,7,0,parser artifact
incredibles_2_2018,incredibles_2_2018_buyer,Buyer,Buyer,M,,False,False,False,2,26,0,
incredibles_2_2018,incredibles_2_2018_dr_quest,Dr. Quest,Dr. Quest,M,,False,True,False,2,9,0,
incredibles_2_2018,incredibles_2_2018_news_anchor,News Anchor,News anchor,F,,False,False,False,2,26,0,
incredibles_2_2018,incredibles_2_2018_officer,Officer,Officer,M,,False,False,False,2,5,0,
incredibles_2_2018,incredibles_2_2018_pizza_delivery_guy,Pizza Delivery Guy,Pizza Delivery Guy,M,,False,False,False,2,16,0,
incredibles_2_2018,incredibles_2_2018_producer,Producer,Producer,M,,False,False,False,2,10,0,
incredibles_2_2018,incredibles_2_2018_reporter,Reporter,Reporter,F,,False,False,False,2,70,0,
incredibles_2_2018,incredibles_2_2018_violet_and_dash,Violet And Dash,Violet and Dash,Both,,False,False,False,2,7,0,parser artifact
incredibles_2_2018,incredibles_2_2018_woman,Woman,Woman,F,,False,False,False,2,13,0,
incredibles_2_2018,incredibles_2_2018_cameraman,Cameraman,Cameraman,M,,False,False,False,1,2,0,
incredibles_2_2018,incredibles_2_2018_cop,Cop,Cop,M,,False,False,False,1,6,0,
incredibles_2_2018,incredibles_2_2018_driver,Driver,Driver,M,,False,False,False,1,2,0,
incredibles_2_2018,incredibles_2_2018_employee,Employee,Employee,M,,False,False,False,1,11,0,
incredibles_2_2018,incredibles_2_2018_frozone_and_winston,Frozone And Winston,Frozone and Winston,Both,,False,False,False,1,5,0,parser artifact
incredibles_2_2018,incredibles_2_2018_he_lectrix,He-Lectrix,He-Lectrix,M,,False,True,False,1,14,0,
incredibles_2_2018,incredibles_2_2018_honey,Honey,Honey,F,,False,True,False,1,14,0,Honey Best / Frozone's wife
incredibles_2_2018,incredibles_2_2018_interviewer,Interviewer,Interviewer,F,,False,False,False,1,11,0,
incredibles_2_2018,incredibles_2_2018_judge,Judge,Judge,M,,False,False,False,1,18,0,
incredibles_2_2018,incredibles_2_2018_mr_incredible_and_frozone,Mr. Incredible And Frozone,Mr. Incredible and Frozone,Both,,False,False,False,1,4,0,parser artifact
incredibles_2_2018,incredibles_2_2018_mr_incredible_and_winston,Mr. Incredible And Winston,Mr. Incredible and Winston,Both,,False,False,False,1,10,0,parser artifact
incredibles_2_2018,incredibles_2_2018_old_lady,Old Lady,Old Lady,F,,False,False,False,1,25,0,
incredibles_2_2018,incredibles_2_2018_passenger,Passenger,Passenger,M,,False,False,False,1,5,0,
incredibles_2_2018,incredibles_2_2018_pilot,Pilot,Pilot,M,,False,False,False,1,6,0,
incredibles_2_2018,incredibles_2_2018_pilots_and_bodyguard,Pilots And Bodyguard,Pilots and bodyguard,Both,,False,False,False,1,1,0,parser artifact/group
incredibles_2_2018,incredibles_2_2018_race,Race,Race,M,,False,False,False,1,2,0,
incredibles_2_2018,incredibles_2_2018_reflux,Reflux,Reflux,M,,False,True,False,1,24,0,
incredibles_2_2018,incredibles_2_2018_screech,Screech,Screech,M,,False,True,False,1,14,0,
incredibles_2_2018,incredibles_2_2018_the_parr_family,The Parr Family,The Parr family,Both,,False,False,False,1,1,0,group label
incredibles_2_2018,incredibles_2_2018_victor_catchet,Victor Catchet,Victor Catchet,M,,False,True,False,1,6,0,Interpol agent
inside_out_2015,inside_out_2015_joy,Joy,JOY | Joy,F,,True,True,True,298,3418,54,
inside_out_2015,inside_out_2015_sadness,Sadness,SADNESS | Sadness,F,,False,True,True,118,909,1,
inside_out_2015,inside_out_2015_fear,Fear,FEAR | Fear,M,,False,True,True,101,820,3,
inside_out_2015,inside_out_2015_anger,Anger,ANGER | Anger,M,,False,True,True,87,666,17,
inside_out_2015,inside_out_2015_disgust,Disgust,DISGUST | Disgust,F,,False,True,True,81,738,0,
inside_out_2015,inside_out_2015_bing_bong,Bing Bong,BING BONG | Bing Bong,M,,False,True,True,78,1122,13,
inside_out_2015,inside_out_2015_riley,Riley,RILEY | RILEY VOICE | Riley | Young Riley,F,,False,True,True,53,408,16,
inside_out_2015,inside_out_2015_mrs_andersen,Mrs. Andersen,MOM | Mom | Mrs. Andersen,F,,False,True,True,53,533,0,
inside_out_2015,inside_out_2015_mr_andersen,Mr. Andersen,DAD | Dad | Mr. Andersen,M,,False,True,True,36,322,0,
inside_out_2015,inside_out_2015_female_forgetter,Female Forgetter,FEMALE FORGETTER,F,,False,False,True,11,100,0,
inside_out_2015,inside_out_2015_male_forgetter,Male Forgetter,MALE FORGETTER | Male Forgetter,M,,False,False,True,11,103,0,
inside_out_2015,inside_out_2015_subconscious_guard_frank,Subconscious Guard Frank,SUBCONSCIOUS GUARD FRANK,M,,False,False,True,9,43,0,
inside_out_2015,inside_out_2015_dream_director,Dream Director,DREAM DIRECTOR | Dream Director,F,,False,False,True,8,151,0,voiced by Paula Pell
inside_out_2015,inside_out_2015_subconscious_guard_dave,Subconscious Guard Dave,SUBCONSCIOUS GUARD DAVE,M,,False,False,True,8,54,0,
inside_out_2015,inside_out_2015_dad_s_anger,Dad's Anger,Dad's Anger,M,,False,False,True,7,66,0,
inside_out_2015,inside_out_2015_dad_s_fear,Dad's Fear,Dad's Fear,M,,False,False,True,7,52,0,
inside_out_2015,inside_out_2015_mom_s_sadness,Mom's Sadness,Mom's Sadness,F,,False,False,True,6,43,0,
inside_out_2015,inside_out_2015_jangles,Jangles,JANGLES | Jangles,M,,False,True,True,5,60,0,
inside_out_2015,inside_out_2015_teacher,Teacher,Teacher,F,,False,False,True,5,91,0,
inside_out_2015,inside_out_2015_meg,Meg,Meg,F,,False,True,False,4,59,0,Riley's friend from Minnesota
inside_out_2015,inside_out_2015_mom_s_anger,Mom's Anger,Mom's Anger,F,,False,False,False,4,24,0,
inside_out_2015,inside_out_2015_mom_s_disgust,Mom's Disgust,Mom's Disgust,F,,False,False,False,4,21,0,
inside_out_2015,inside_out_2015_hockey_coach,Hockey Coach,Hockey Coach,M,,False,False,False,3,20,0,
inside_out_2015,inside_out_2015_imaginary_boyfriend,Imaginary Boyfriend,IMAGINARY BOYFRIEND,M,,False,False,False,3,19,0,
inside_out_2015,inside_out_2015_another_memory,Another Memory,Another memory,F,,False,False,False,2,7,0,
inside_out_2015,inside_out_2015_brazilian_helicopter_pilot,Brazilian Helicopter Pilot,Brazilian Helicopter Pilot,M,,False,False,False,2,10,0,
inside_out_2015,inside_out_2015_female_mind_worker,Female Mind Worker,Female Mind Worker,F,,False,False,False,2,30,0,
inside_out_2015,inside_out_2015_house_of_cards_worker,House Of Cards Worker,HOUSE OF CARDS WORKER,M,,False,False,False,2,27,0,
inside_out_2015,inside_out_2015_memory,Memory,MEMORY,F,,False,False,False,2,22,0,
inside_out_2015,inside_out_2015_memory_young_meg,Memory Young Meg,Memory Young Meg,F,,False,False,False,2,2,0,
inside_out_2015,inside_out_2015_mom_s_joy,Mom's Joy,Mom's Joy,F,,False,False,False,2,3,0,
inside_out_2015,inside_out_2015_pizza_girl_s_anger,Pizza Girl's Anger,Pizza Girl's Anger,F,,False,False,False,2,9,0,
inside_out_2015,inside_out_2015_pizza_girl_s_disgust,Pizza Girl's Disgust,Pizza Girl's Disgust,F,,False,False,False,2,9,0,
inside_out_2015,inside_out_2015_bing_bong_joy,Bing Bong/Joy,BING BONG/JOY,Both,,False,False,False,1,4,0,parser artifact
inside_out_2015,inside_out_2015_both,Both,Both,Both,,False,False,False,1,2,0,parser artifact
inside_out_2015,inside_out_2015_boyfriend_generator_worker,Boyfriend Generator Worker,BOYFRIEND GENERATOR WORKER,M,,False,False,False,1,2,0,
inside_out_2015,inside_out_2015_bus_driver_s_red_anger,Bus Driver's Red Anger,Bus Driver's Red Anger,M,,False,False,False,1,18,0,
inside_out_2015,inside_out_2015_cloud_man,Cloud Man,CLOUD MAN,M,,False,False,False,1,16,0,
inside_out_2015,inside_out_2015_cloud_witness,Cloud Witness,CLOUD WITNESS,M,,False,False,False,1,23,0,
inside_out_2015,inside_out_2015_cool_girl,Cool Girl,Cool Girl,F,,False,False,False,1,3,0,
inside_out_2015,inside_out_2015_cool_girl_s_anger,Cool Girl's Anger,Cool Girl's Anger,F,,False,False,False,1,7,0,
inside_out_2015,inside_out_2015_cool_girl_s_fear,Cool Girl's Fear,Cool Girl's Fear,F,,False,False,False,1,12,0,
inside_out_2015,inside_out_2015_cool_girl_s_sadness,Cool Girl's Sadness,Cool Girl's Sadness,F,,False,False,False,1,5,0,
inside_out_2015,inside_out_2015_dream_bear,Dream Bear,Dream Bear,M,,False,False,False,1,5,0,
inside_out_2015,inside_out_2015_dream_mouse,Dream Mouse,Dream Mouse,M,,False,False,False,1,6,0,
inside_out_2015,inside_out_2015_dream_mr_andersen,Dream Mr. Andersen,Dream Mr. Andersen,M,,False,False,False,1,7,0,
inside_out_2015,inside_out_2015_dream_pizza,Dream Pizza,Dream Pizza,M,,False,False,False,1,4,0,non-character object
inside_out_2015,inside_out_2015_dream_productions_cop,Dream Productions Cop,DREAM PRODUCTIONS COP,M,,False,False,False,1,22,0,
inside_out_2015,inside_out_2015_emotions,Emotions,Emotions,Both,,False,False,False,1,1,0,group label
inside_out_2015,inside_out_2015_fear_and_sadness,Fear And Sadness,Fear and Sadness,Both,,False,False,False,1,1,0,parser artifact
inside_out_2015,inside_out_2015_hockey_announcer,Hockey Announcer,Hockey Announcer,M,,False,False,False,1,10,0,
inside_out_2015,inside_out_2015_imaginary_boyfriends,Imaginary Boyfriends,IMAGINARY BOYFRIENDS,M,,False,False,False,1,2,0,
inside_out_2015,inside_out_2015_jangles_joy,Jangles' Joy,Jangles' Joy,F,,False,False,False,1,7,0,
inside_out_2015,inside_out_2015_male_mind_worker,Male Mind Worker,Male Mind Worker,M,,False,False,False,1,2,0,
inside_out_2015,inside_out_2015_memory_mr_andersen,Memory Mr. Andersen,Memory Mr. Andersen,M,,False,False,False,1,7,0,
inside_out_2015,inside_out_2015_mind_worker,Mind Worker,Mind Worker,M,,False,False,False,1,6,0,
inside_out_2015,inside_out_2015_mom_s_fear,Mom's Fear,Mom's Fear,F,,False,False,False,1,8,0,
inside_out_2015,inside_out_2015_pizza_girl,Pizza Girl,Pizza Girl,F,,False,False,False,1,4,0,
inside_out_2015,inside_out_2015_pizza_girl_s_fear,Pizza Girl's Fear,Pizza Girl's Fear,F,,False,False,False,1,2,0,
inside_out_2015,inside_out_2015_pizza_girl_s_joy,Pizza Girl's Joy,Pizza Girl's Joy,F,,False,False,False,1,2,0,
inside_out_2015,inside_out_2015_teacher_s_disgust,Teacher's Disgust,Teacher's Disgust,F,,False,False,False,1,5,0,
inside_out_2015,inside_out_2015_teacher_s_joy,Teacher's Joy,Teacher's Joy,F,,False,False,False,1,10,0,
inside_out_2015,inside_out_2015_teacher_s_sadness,Teacher's Sadness,Teacher's Sadness,F,,False,False,False,1,10,0,
inside_out_2015,inside_out_2015_train_engineer,Train Engineer,TRAIN ENGINEER,M,,False,False,False,1,8,0,voiced by Patrick Seitz
inside_out_2015,inside_out_2015_worker_fritz,Worker Fritz,WORKER FRITZ,M,,False,True,False,1,15,0,voiced by John Ratzenberger
monsters_inc_2001,monsters_inc_2001_mike,Mike,Mike,M,,False,True,True,312,3282,159,
monsters_inc_2001,monsters_inc_2001_sulley,Sulley,Sulley,M,,True,True,True,260,1631,33,
monsters_inc_2001,monsters_inc_2001_waternoose,Waternoose,Waternoose,M,,False,True,True,73,775,29,
monsters_inc_2001,monsters_inc_2001_randall,Randall,Randall,M,,False,True,True,64,538,21,
monsters_inc_2001,monsters_inc_2001_celia,Celia,Celia,F,,False,True,True,41,270,1,
monsters_inc_2001,monsters_inc_2001_boo,Boo,Boo,F,,False,True,True,36,67,2,
monsters_inc_2001,monsters_inc_2001_cda_agent,Cda Agent,CDA agent | CDA agent #1 | CDA agent #2 | CDA agent #3 | CDA agent #4 | CDA agent #5 | CDA agent #82472,Unknown,"grouped numbered CDA agents (CDA agent #N); individual agents not distinguished, gender not stated",False,True,False,32,167,4,grouped: all numbered CDA agent #N speakers collapsed into one character
monsters_inc_2001,monsters_inc_2001_fungus,Fungus,Fungus,M,,False,True,True,18,147,1,
