film_id,protagonist,betweenness,degree_centrality,in_degree,out_degree,n_alters,alter_edges,ego_density,homophily_obs,homophily_expected,homophily_excess,keystone_removed,keystone_gender,keystone_betweenness,components_after_removal,largest_component_size,n_isolated_after_removal,lead_gender,n_samegender_alters
monsters_inc_2001,Sulley,0.1471,0.8824,8,7,10,13,0.1444,0.6812,0.7288,-0.0477,Mike,M,0.0993,4,11,0,M,6
