film_id,protagonist,betweenness,degree_centrality,in_degree,out_degree,n_alters,alter_edges,ego_density,homophily_obs,homophily_expected,homophily_excess,keystone_rung1,keystone_rung1_gender,keystone_rung2,keystone_rung2_gender,keystone_rung3,keystone_rung3_gender,keystone_changes_at_rung2,keystone_changes_at_rung3,keystone_removed,keystone_gender,keystone_betweenness,components_after_removal,largest_component_size,n_isolated_after_removal,lead_gender,n_samegender_alters
monsters_inc_2001,Sulley,0.25,1.0,7,6,8,12,0.2143,0.6869,0.7326,-0.0457,Mike,M,Mike,M,Mike,M,0,0,Mike,M,0.2949,3,9,0,M,5
