film_id,protagonist,betweenness,degree_centrality,in_degree,out_degree,n_alters,alter_edges,ego_density,homophily_obs,homophily_expected,homophily_excess,keystone_rung1,keystone_rung1_gender,keystone_rung2,keystone_rung2_gender,keystone_rung3,keystone_rung3_gender,keystone_changes_at_rung2,keystone_changes_at_rung3,keystone_removed,keystone_gender,keystone_betweenness,components_after_removal,largest_component_size,n_isolated_after_removal,lead_gender,n_samegender_alters
mulan_1998,Mulan,0.5,1.0833,9,4,9,6,0.0833,0.2611,0.4604,-0.1993,Mushu,M,Shang,M,Shang,M,1,0,Shang,M,0.2727,1,12,0,F,1
