film_id,protagonist,n_edges,n_null_samples,homophily_obs_edge,null_mean,null_std,z_score,percentile,p_more_same_gender,p_less_same_gender,protag_samesex_obs,protag_samesex_null,protag_samesex_z,protag_samesex_pct,protag_samesex_p_more,protag_samesex_p_less
toy_story_3_2010,Woody,51,2000,0.5686,0.6061,0.0431,-0.87,8.4,0.9165,0.3463,0.6667,0.6469,0.329,56.1,0.4393,0.6852
