speaker_clean,addressee_clean,utterance_count
up_carl,up_russell,126
up_russell,up_carl,122
up_carl,up_dug,21
up_dug,up_carl,19
up_muntz,up_carl,19
up_ellie,up_carl,16
up_carl,up_muntz,15
up_russell,up_muntz,12
up_carl,up_ellie,11
up_russell,up_dug,10
up_ellie,up_russell,8
up_alpha,up_dug,7
up_muntz,up_russell,7
up_construction_foreman_tom,up_carl,7
up_beta,up_alpha,5
up_carl,up_construction_foreman_tom,5
up_dug,up_alpha,5
up_muntz,up_alpha,4
up_alpha,up_muntz,3
up_gamma,up_alpha,3
